date|team|acquired|relinquished|notes
2013-07-03|Celtics|Brad Stevens||hired as head coach, signed to a reported 6-year, $22M contract
2013-07-08|Clippers|Alvin Gentry||hired as associate head coach
2013-07-08|Clippers|Armond Hill||hired as assistant coach
2013-07-08|Clippers|Kevin Eastman||hired as assistant coach
2013-07-08|Clippers|Tyronn Lue||hired as assistant coach
2013-07-08|Kings|Micah Nori||hired as assistant coach
2013-07-08|Kings|Dee Brown||hired as assistant coach and director of player development
2013-07-10|Warriors|Mark Jackson||team exercised contract option on head coach through 2014-15
2013-07-12|Warriors|Brian Scalabrine||hired as assistant coach
2013-07-12|Warriors|Joe Boylan||promoted to assistant coach / player development
2013-07-19|Jazz|Brad Jones||promoted to assistant coach
2013-07-25|Raptors|Bill Bayno||hired as assistant coach
2013-07-25|Raptors|Jama Mahlalela||promoted to assistant coach
2013-07-25|Raptors|Jesse Mermuys||hired as assistant coach
2013-07-29|Lakers|Johnny Davis||hired as assistant coach
2013-07-29|Lakers|Kurt Rambis||hired as assistant coach
2013-07-31|Thunder|Mike Terpstra||hired as assistant coach
2013-07-31|Thunder|Robert Pack||hired as assistant coach
2013-08-01|Hawks|Jim Thomas||hired as assistant coach
2013-08-01|Kings|Corliss Williamson||hired as assistant coach
2013-08-14|76ers|Brett Brown||hired as head coach
2013-08-14|Pacers|Ronald Jones / Popeye Jones||hired as assistant coach
2013-08-15|76ers||Aaron McKie|fired as assistant coach
2013-08-15|76ers||Jeff Capel|fired as assistant coach
2013-08-15|76ers||Michael Curry|fired as associate head coach
2013-08-21|Celtics|Jay Larranaga||hired as assistant coach
2013-08-21|Celtics|Micah Shrewsberry||hired as assistant coach
2013-08-21|Celtics|Jamie Young||hired as assistant coach
2013-08-21|Celtics|Ron Adams||hired as assistant coach
2013-08-21|Celtics|Walter McCarty||hired as assistant coach
2013-08-21|Kings|Ryan Bowen||hired as assistant coach and assistant director of player development
2013-08-29|Warriors|Keke Lyles||hired as director of athletic performance / assistant coach
2013-08-29|Warriors|Michael Roncarati / Mike Roncarati||hired as strength and conditioning coach
2013-09-04|Bucks|Josh Oppenheimer||hired as assistant coach/player development
2013-09-04|Bucks|Jim Cleamons||hired as assistant coach
2013-09-04|Bucks|Scott Williams||hired as assistant coach
2013-09-09|Timberwolves|David Adelman||promoted to assistant coach
2013-09-09|Timberwolves|Bobby Jackson||hired as player development coach
2013-09-16|Wizards|Pat Sullivan||promoted to assistant coach
2013-09-17|Bulls|Matt Johnson||hired as assistant strength coach
2013-09-17|Bulls|Nick Papendieck||promoted to head strength coach
2013-09-18|Warriors|Lindsey Hunter||hired as assistant coach
2013-09-19|Spurs|Sean Marks||hired as assistant coach
2013-09-25|Pistons|Henry Bibby||hired as assistant coach
2013-09-25|Pistons|Maz Trakh||hired as assistant coach
2013-09-25|Pistons|Bernard Smith||hired as player development coach
2013-09-25|Pistons|Rasheed Wallace||hired as player development coach
2013-09-28|Heat|Dan Craig||promoted to assistant coach for player development
2013-09-28|Heat|Juwan Howard||hired as assistant coach for player development
2013-09-28|Heat|Rich Fernando||hired as executive assistant to the coaches
2013-09-29|Heat|Erik Spoelstra||re-signed as head coach to a multi-year contract extension
2013-09-30|Knicks|Mike Woodson||team exercised contract option on head coach through 2014-15
2013-10-05|Blazers|Robert Werdann / Rob Werdann||hired as NBADL assistant coach
2013-10-05|Blazers|Zendon Hamilton||hired as NBADL assistant coach
2013-10-23|Kings||Brendan Malone|resigned as assistant coach
2013-11-05|Rockets|Nevada Smith||hired as NBADL coach
2013-11-08|Bobcats|Patrick Ewing Sr.||named interim head coach
2014-02-09|Pistons||Maurice Cheeks|fired as head coach
2014-02-09|Pistons|John Loyer||promoted to interim head coach
2014-04-05|Warriors||Darren Erman|fired as assistant coach
2014-04-21|Jazz||Tyrone Corbin|fired as head coach
2014-04-21|Knicks||Jim Todd|fired as assistant coach
2014-04-21|Knicks||Darrell Walker|fired as assistant coach
2014-04-21|Knicks||Herb Williams|fired as assistant coach
2014-04-21|Knicks||Mike Woodson|fired as head coach
2014-04-21|Timberwolves||Rick Adelman|retired as head coach
2014-04-30|Lakers||Mike D'Antoni|resigned as head coach
2014-05-02|Magic|Jacque Vaughn||team exercised contract option on head coach through 2015-16
2014-05-05|Raptors|Dwane Casey||re-signed as head coach to a 3-year contract extension
2014-05-06|Warriors||Brian Scalabrine|fired as assistant coach
2014-05-06|Warriors||Jerry DeGregorio|fired as assistant coach
2014-05-06|Warriors||Lindsey Hunter|fired as assistant coach
2014-05-06|Warriors||Mark Jackson|fired as head coach
2014-05-06|Warriors||Pete Myers|fired as assistant coach
2014-05-12|Cavaliers||Mike Brown (c)|fired as head coach
2014-05-14|Pistons|Stan Van Gundy||hired as head coach and president of basketball operations, signed to a reported 5-year, $35M contract
2014-05-14|Warriors|Steve Kerr||hired as head coach, signed to a 5-year, reported $25M contract
2014-05-15|Blazers|Terry Stotts||re-signed head coach to a multi-year contract extension
2014-05-27|Grizzlies|Dave Joerger||team exercised contract option on head coach and re-signed to a 1-year contract extension
2014-05-30|Pistons|Bob Beyer||hired as assistant coach
2014-05-30|Pistons|Charles Klask||hired as assistant coach
2014-05-30|Pistons|Brendan Malone||hired as assistant coach
2014-06-03|Wizards|Randy Wittman||re-signed as head coach to a 3-year, $9M contract extension (third year is team option)
2014-06-05|Timberwolves|Phil Saunders / Flip Saunders||hired as head coach (in addition to president of basketball operations)
2014-06-06|Jazz|Quin Snyder||hired as head coach
2014-06-09|Knicks|Derek Fisher||hired as head coach, signed to a reported 5-year, $25M contract
2014-06-13|Timberwolves|Sidney Lowe||hired as assistant coach
2014-06-16|Clippers|Glenn Rivers / Doc Rivers||hired as president of basketball operations (in addition to head coach)
2014-06-17|Hornets|Steve Hetzel||hired as assistant coach
2014-06-17|Timberwolves|Sam Mitchell||hired as assistant coach
2014-06-20|Cavaliers|David Blatt||hired as head coach, signed to a 3-year contract
2014-06-20|Warriors|Alvin Gentry||hired as assistant coach
2014-06-23|Cavaliers|Tyronn Lue||hired as assistant coach
2014-06-23|Warriors|Ron Adams||hired as assistant coach
2014-06-24|Jazz|Alex Jensen||hired as assistant coach
2014-06-24|Jazz|Antonio Lang||hired as assistant coach
2014-06-24|Jazz|Brad Jones||hired as assistant coach
2014-06-24|Jazz|Johnnie Bryant||hired as assistant coach
2014-06-24|Jazz|Mike Wells||hired as assistant coach
2014-06-30|Bucks||Larry Drew I|fired as head coach
2014-06-30|Bucks|||sent to Nets as compensation for head coach Jason Kidd
2014-06-30|Nets|||received from Bucks as compensation for head coach Jason Kidd
2014-07-01|Bucks|Jason Kidd||hired as head coach
2014-07-01|Timberwolves|Ryan Saunders||hired as assistant coach
2014-07-02|Nets|Lionel Hollins||hired as head coach, signed to a reported 4-year, $20M contract (fourth year is team option)
2014-07-03|Warriors|Bruce Fraser||hired as assistant coach
2014-07-03|Warriors|Jarron Collins||hired as assistant coach
2014-07-03|Warriors|Luke Walton||hired as assistant coach
2014-07-07|Knicks|Kurt Rambis||hired as associate head coach
2014-07-08|Kings|Tyrone Corbin||hired as assistant coach (date 07-13 per P)
2014-07-09|Bucks|Joe Prunty||hired as assistant coach
2014-07-09|Hornets|Pat Delany||hired as assistant coach
2014-07-09|Spurs|Gregg Popovich||re-signed as head coach to a multi-year contract extension
2014-07-10|Mavericks|Jamahl Mosley||hired as assistant coach
2014-07-15|Spurs|Etorre Messina (P) / Ettore Messina (SN)||hired as assistant coach
2014-07-17|Celtics|Walter McCarty||re-signed as assistant coach to a 3-year contract
2014-07-27|Lakers|Byron Scott||hired as head coach
2014-07-30|Nets|Jim Sann / Jimmy Sann||hired as assistant coach / advance scout
2014-07-30|Nets|Joe Wolf||hired as assistant coach
2014-07-30|Nets|Jay Humphries||hired as assistant coach
2014-07-30|Nets|John Welch||hired as assistant coach
2014-07-30|Nets|Paul Westphal||hired as assistant coach
2014-07-30|Nets|Tony Brown||hired as assistant coach
2014-07-31|Grizzlies|Jason March||promoted to assistant coach / advance scout
2014-07-31|Grizzlies|Jeff Bzdelik||hired as assistant coach
2014-07-31|Grizzlies|Trevor Moawad||hired as mental endurance coach
2014-08-03|Hawks|Neven Spahija||hired as assistant coach
2014-08-05|Spurs|Becky Hammon||hired as assistant coach
2014-08-07|Pistons|Anthony Harvey||hired as strength and conditioning coach
2014-08-07|Pistons|Malik Allen||hired as assistant coach
2014-08-07|Pistons|Tim Hardaway Sr.||hired as assistant coach
2014-08-08|Wizards|Roy Rogers||hired as assistant coach
2014-08-19|Cavaliers|Bret Brielmaier||re-signed as assistant coach
2014-08-19|Cavaliers|James Posey||hired as assistant coach
2014-08-19|Cavaliers|Jim Boylan||re-signed as assistant coach
2014-08-19|Cavaliers|Larry Drew I||hired as assistant coach
2014-08-19|Cavaliers|Phil Handy||re-signed as assistant coach
2014-08-19|Knicks|Jim Cleamons||hired as assistant coach (date 09-03 per E NBA P)
2014-08-20|Hawks|Ben Sullivan||hired as assistant coach
2014-08-20|Hawks|Charles Lee||hired as assistant coach
2014-08-22|Thunder|Mark Daigneault||hired as NBADL head coach
2014-08-27|Clippers|Glenn Rivers / Doc Rivers||re-signed as president of basketball operations and head coach to a 5-year, $50M contract extension through 2018-19
2014-09-03|Knicks|Brian Keefe||hired as assistant coach
2014-09-03|Knicks|Joshua Longstaff||hired as assistant coach
2014-09-03|Knicks|Rasheed Hazzard||hired as assistant coach
2014-09-03|Pistons|Otis Smith||hired as NBADL head coach
2014-09-04|Heat||Ron Rothstein|retired as assistant coach
2014-09-04|Wizards|Howard Eisley||hired as assistant coach
2014-09-16|Lakers|Jim Eyen||hired as assistant coach
2014-09-16|Lakers|Mark Madsen||hired as assistant coach
2014-09-16|Lakers|Clay Moser||hired as assistant coach and head advance NBA scout
2014-09-16|Lakers|Paul Pressey||hired as assistant coach
2014-09-16|Lakers|Thomas Scott||hired as assistant coach for player development
2014-09-17|Heat|Chris Quinn||hired as assistant coach / assistant coach for player development (E)
2014-09-17|Heat|David Fizdale||promoted to assistant head coach
2014-09-17|Heat|Eric Foran||hired as assistant strength and conditioning coach
2014-09-17|Heat|Juwan Howard||promoted to assistant coach
2014-09-17|Heat|Octavio De La Grana||player development coach and director of minor league operations (date 09-24 per E)
2014-09-17|Heat|Keith Smart||hired as assistant coach
2014-09-24|Heat|Phil Weber||hired NBADL head coach
2014-09-29|Clippers|Lawrence Frank||hired as assistant coach
2014-09-29|Clippers|Sam Cassell||hired as assistant coach
2014-09-29|Clippers|Mike Woodson||hired as assistant coach
2014-09-30|Rockets|T.R. Dunn||hired as assistant coach
2014-10-08|Pacers|Frank Vogel||re-signed as head coach to a multi-year contract extension
2014-11-05|76ers|Eugene Burroughs||hired as shooting coach
2014-11-05|76ers|Sean Rooks||hired as player development coach
2014-12-15|Kings||Michael Malone / Mike Malone|fired as head coach
2014-12-15|Kings|Tyrone Corbin||promoted to interim head coach
2014-12-24|Rockets|Kevin McHale||re-signed as head coach to a 3-year contract extension
2014-12-31|Kings|Tyrone Corbin||promoted to head coach
2015-02-05|Magic||Jacque Vaughn|fired as head coach
2015-02-05|Magic|James Borrego||promoted to interim head coach
2015-02-12|Kings||Tyrone Corbin|fired as head coach
2015-02-12|Kings|George Karl||hired as head coach, signed to a reported 4-year, $14.5M contract
2015-02-23|Kings|Vance Walberg||hired as assistant coach
2015-03-03|Nuggets||Brian Shaw|fired as head coach
2015-03-03|Nuggets|Melvin Hunt||promoted to interim head coach
2015-04-20|Rockets||Nevada Smith|fired as NBADL coach
2015-04-22|Thunder||Scott Brooks|fired as head coach
2015-04-30|Thunder|Billy Donovan||hired as head coach
2015-05-12|Hornets||Monty Williams|fired as head coach
2015-05-28|Bulls||Tom Thibodeau|fired as head coach
2015-05-29|Magic|Scott Skiles||hired as head coach
2015-05-30|Pelicans|Alvin Gentry||hired as head coach
2015-06-02|Bulls|Fred Hoiberg||hired as head coach, signed to a reported 5-year, $25M contract
2015-06-15|Nuggets|Michael Malone / Mike Malone||hired as head coach, signed to a reported 4-year contract
2015-06-16|Spurs||Jim Boylen|resigned as assistant coach (date approximate)
2015-06-17|Bulls|Jim Boylen||hired as associate head coach
2015-06-18|Hawks|Mike Budenholzer||promoted to president of basketball operations (in addition to head coach)
2015-06-25|Bulls|Pete Myers||hired as assistant coach
2015-06-29|Thunder|Anthony Grant||hired as assistant coach
2015-06-29|Thunder|Billy Schmidt||hired as quality control coach
2015-06-29|Thunder|Maurice Cheeks||hired as assistant coach
2015-06-29|Thunder|Monty Williams||hired as assistant coach
2015-07-07|Bulls|Charlie Henry||hired as assistant coach
2015-07-07|Bulls|Randy Brown||reassigned to assistant coach
2015-07-09|76ers|Todd Wright||hired as assistant coach, head of conditioning
2015-07-29|Raptors|Andy Greer||hired as assistant coach
2015-07-29|Raptors|Jerry Stackhouse||hired as assistant coach
2015-07-29|Raptors|Rex Kalamian||hired as assistant coach
2015-07-30|Suns|Corey Gaines||hired as assistant coach
2015-07-30|Suns|Earl Watson||hired as assistant coach
2015-07-30|Suns|Nate Bjorkgren||hired as assistant coach
2015-07-31|Kings|Anthony Carter||hired as assistant coach
2015-07-31|Kings|Chad Iske||hired as assistant coach
2015-07-31|Kings|John Welch||hired as assistant coach
2015-07-31|Kings|Nancy Lieberman||hired as assistant coach
2015-08-18|Rockets|Matt Brase||hired as NBADL head coach
2015-08-28|Hawks|Chris Chase||hired as athletic performance coach
2015-09-11|Lakers|Clay Moser||promoted to assistant coach / director of basketball strategy
2015-09-11|Timberwolves||Phil Saunders / Flip Saunders|took leave of absence as head coach to undergo treatment for cancer
2015-09-11|Timberwolves|Sam Mitchell||promoted to interim head coach
2015-09-22|Blazers|Jim Moran||hired as assistant coach
2015-09-23|Timberwolves|Bryan Gates||hired as assistant coach
2015-10-01|Warriors|Luke Walton||hired as interim head coach
2015-10-15|Lakers|Tracy Murray||hired as shooting coach
2015-11-05|Mavericks|Rick Carlisle||re-signed as head coach to a 5-year, $35M contract extension
2015-11-18|Rockets||Kevin McHale|fired as head coach
2015-11-18|Rockets|John-Blair Bickerstaff / J.B. Bickerstaff||promoted to interim head coach
2015-11-25|Bobcats|Steve Clifford||re-signed as head coach to a 3-year contract extension
2015-12-11|76ers|Brett Brown||re-signed as head coach to a 2-year contract extension
2015-12-18|76ers|Mike D'Antoni||hired as assistant coach
2015-12-28|Suns||Jerry Sichting|fired as assistant coach
2015-12-28|Suns||Mike Longabardi|fired as assistant coach
2015-12-28|Suns|Earl Watson||promoted to bench coach
2016-01-10|Nets||Lionel Hollins|fired as head coach
2016-01-10|Nets|Tony Brown||promoted to interim head coach
2016-01-22|Cavaliers||David Blatt|fired as head coach
2016-01-22|Cavaliers|Tyronn Lue||promoted to head coach
2016-01-22|Warriors|Luke Walton||reassigned to assistant coach
2016-01-27|Cavaliers|Mike Longabardi||hired as assistant coach
2016-02-01|Suns||Jeff Hornacek|fired as head coach
2016-02-01|Suns|Earl Watson||promoted to interim head coach
2016-02-08|Knicks||Derek Fisher|fired as head coach
