date|team|acquired|relinquished|notes
2013-01-17|Browns|Mike Sullivan||hired as offensive line coach
2013-01-17|Browns|Scott Turner||hired as wide receivers coach
2013-01-17|Cardinals|Bruce Arians||hired as head coach
2013-01-17|Jaguars|Gus Bradley||hired as head coach
2013-01-17|Titans|Chet Parlavecchio||hired as linebackers coach
2013-01-17|Titans|Sylvester Croom||hired as running backs coach
2013-01-17|Titans|Dave Ragone||hired as quarterbacks coach
2013-01-17|Titans|George Henshaw||hired as tight ends coach
2013-01-17|Titans|Nate Kaczor||hired as special teams coach
2013-01-17|Titans|Shawn Jefferson||hired as wide receivers coach
2013-01-18|Bears|Skip Peete||hired as running backs coach
2013-01-18|Bears|Matt Cavanaugh||hired as quarterbacks coach
2013-01-18|Chargers|Don Johnson (a)?||re-signed as defensive line coach
2013-01-18|Chargers|Greg Williams (b)||re-signed as assistant linebackers coach
2013-01-18|Chargers|Joe Barry||re-signed as linebackers coach
2013-01-18|Chiefs|Greg Knapp||hired as quarterbacks coach
2013-01-18|Cowboys|Rod Marinelli||hired as defensive line coach
2013-01-18|Panthers|Ricky Proehl||promoted to wide receivers coach
2013-01-19|Bears|Mike Phair||re-signed as defensive line coach
2013-01-19|Bears|Jon Hoke||re-signed defensive backs coach
2013-01-19|Bills|Pat Morris||hired as offensive line coach
2013-01-21|Cardinals|Tom Moore||hired as associate head coach/offense
2013-01-21|Jaguars|Jerry Sullivan||re-signed as receivers coach
2013-01-21|Jaguars|Mark Duffner||re-signed as linebackers coach
2013-01-22|Browns|Joe Cullen||hired as defensive line coach
2013-01-22|Browns|Louie Cioffi||hired as defensive backs coach
2013-01-22|Browns|Shane Steichen||hired as offensive quality control coach
2013-01-22|Colts|Joe Gilbert||promoted to offensive line coach
2013-01-23|Chargers|Ron Milus||hired as secondary coach
2013-01-23|Chargers|Kent Johnston||hired as strength and conditioning coach
2013-01-24|Bears|Pat Meyer||hired as assistant offensive line coach
2013-01-24|Browns|Jon Embree||hired as tight ends coach
2013-01-24|Browns|Brian Baker||hired as outside linebackers coach
2013-01-24|Jaguars|Frank Scelfo||hired as quarterbacks coach
2013-01-24|Jaguars|George Yarno||hired as offensive line coach
2013-01-24|Jaguars|DeWayne Walker||hired as defensive backs coach
2013-01-24|Jets|David Lee||hired as quarterbacks coach
2013-01-24|Jets|Tim McDonald||hired as defensive backs coach
2013-01-24|Saints||Ken Flajole|fired as secondary coach
2013-01-25|Chiefs|Mark DeLeone||hired as quality control coach
2013-01-25|Chiefs|Al Harris||hired as defensive assistant / secondary coach
2013-01-25|Chiefs|Brent Salazar||re-signed as assistant strength and conditioning coach
2013-01-28|Bears|Sean Desai||hired as defensive quality control coach
2013-01-28|Bears|Chris Harris (a)||hired as defensive quality control coach
2013-01-28|Bears|Dwayne Stukes||hired as assistant special teams coach
2013-01-28|Bills|Jason Vrable||hired as offensive quality control coach
2013-01-28|Bills|Kurt Anderson||hired as offensive quality control coach
2013-01-29|Bears|Tim Tibesar||hired as linebackers coach
2013-01-29|Bengals||Jim Anderson|retired as running backs coach
2013-01-29|Browns|Bobby Babich||hired as assistant defensive backs coach
2013-01-29|Browns|Daron Roberts||hired as defensive quality control coach
2013-01-29|Rams|Frank Bush||hired as linebackers coach
2013-01-29|Steelers|Jack Bicknell Jr.||hired as offensive line coach
2013-01-30|Dolphins|Marwan Maalouf||hired as assistant special teams coach
2013-01-30|Dolphins|Ben Johnson (a)?||promoted to assistant quarterbacks coach
2013-01-30|Dolphins|Charlie Bullen||promoted to assistant defensive line coach
2013-01-30|Dolphins|Zac Taylor||promoted to quarterbacks coach
2013-02-04|Cowboys|Derek Dooley||hired as wide receivers coach
2013-02-04|Cowboys|Jimmy Robinson||reassigned to senior coaching consultant
2013-02-05|Bengals|Adam Zimmer||hired as assistant defensive backs coach
2013-02-05|Cardinals|James Bettcher||hired as outside linebackers coach
2013-02-05|Cardinals|Kevin Garver||hired as offensive assistant coach
2013-02-05|Cardinals|Larry Zierlein||hired as assistant offensive line coach
2013-02-05|Cardinals|Nick Rapone||hired as defensive backs coach
2013-02-05|Cardinals|Rick Christophel||hired as tight ends coach
2013-02-05|Cardinals|Steve Heiden||hired as assistant special teams / assistant tight ends coach
2013-02-05|Cardinals|Brentson Buckner||hired as defensive line coach
2013-02-05|Cardinals|Darryl Drake||hired as wide receivers coach
2013-02-05|Cardinals|Freddie Kitchens||hired as quarterbacks coach
2013-02-05|Cardinals|Kevin Ross||hired as cornerbacks coach
2013-02-05|Cardinals|Mike Caldwell||hired as linebackers coach
2013-02-05|Cardinals|Ryan Slowik||hired as defensive assistant / assistant defensive backs coach
2013-02-05|Cardinals|Stump Mitchell||hired as running backs coach
2013-02-05|Cowboys|Frank Pollack||hired as assistant offensive line coach
2013-02-05|Cowboys|Wes Phillips||promoted to tight ends coach
2013-02-05|Jets||Dave DeGuglielmo|fired as offensive line coach
2013-02-05|Jets|Louie Aguiar||hired as assistant special teams coach
2013-02-05|Jets|Jeff Weeks||promoted to assistant defensive line / linebackers coach
2013-02-05|Jets|Mike Devlin||promoted to offensive line coach
2013-02-05|Jets|Pierre Ngo||hired as assistant strength and conditioning coach
2013-02-05|Jets|Steve Hagen||hired as tight ends coach
2013-02-05|Panthers|Bruce DeHaven||hired as assistant special teams coach
2013-02-05|Panthers|Lance Taylor||hired as assistant wide receivers / quality control coach
2013-02-05|Panthers|Ron Heller (b)?||promoted to assistant offensive line coach
2013-02-06|Bengals|Hue Jackson||hired as running backs coach
2013-02-07|Browns|Chris DiSanto||hired as assistant strength and conditioning coach
2013-02-07|Browns|John Settle||hired as running backs coach
2013-02-07|Browns|Steve Gera||hired as special assistant to the head coach
2013-02-07|Browns|Derik Keys||hired as assistant strength and conditioning coach
2013-02-07|Browns|Ken Flajole||hired as inside linebackers coach
2013-02-07|Jaguars|Ron Middleton||hired as tight ends coach
2013-02-07|Jaguars|Terry Richardson||hired as running backs coach
2013-02-07|Jets|Bobby April III||hired as defensive quality-control coach
2013-02-07|Jets|Brian Van Gorder / Brian VanGorder||hired as linebackers coach
2013-02-07|Titans|Gregg Williams||hired as senior assistant defensive coach
2013-02-09|Saints|Stan Kwan||hired as assistant special teams coach
2013-02-11|Cowboys|Gary Brown||hired as running backs coach
2013-02-13|Browns||Tim Hauck|resigned as defensive backs coach (date approximate)
2013-02-13|Vikings|Leslie Frazier||re-signed as head coach to a multi-year contract extension / team exercised contract option on head coach
2013-02-14|Lions|Marcus Robertson||promoted to secondary coach
2013-02-16|Saints|Bret Ingalls||reassigned to offensive line coach
2013-02-16|Saints|Dan Roushar||hired as running backs coach
2013-02-18|Titans|Arthur Smith||promoted to offensive line/tight ends assistant coach
2013-02-18|Titans|Steve Hoffman||hired as assistant special teams coach
2013-02-20|Texans|Jeff Zgonina||hired as assistant defensive line coach
2013-02-21|Lions|Terry Heffernan||hired as assistant offensive line coach
2013-02-23|Bears|Mike Groh||hired as wide receivers coach
2013-02-23|Redskins|Mike McDaniel||hired as wide receivers coach
2013-02-25|Saints|Wesley McGriff||hired as secondary coach
2013-03-13|Giants|Robbie Leonard||hired as defensive assistant coach
2013-03-13|Giants|Lunda Wells||promoted to assistant offensive line coach
2013-03-13|Giants|Ryan Roeder||hired as offensive assistant coach
2013-05-03|Ravens|Steve Spagnuolo||hired as senior defensive assistant coach
2013-05-06|49ers|Ronald Curry||hired as assistant offensive coach
2013-05-10|Giants|Joe Danos||hired as assistant strength and conditioning coach
2013-05-28|Lions|Jeff Backus||hired as part-time coaching intern
2013-05-29|Redskins|Aubrey Pleasant||hired as offensive assistant coach
2013-06-01|Falcons|Terry Robiskie||promoted to assistant head coach
2013-06-25|Titans|Luke Steckele||hired as special assistant to the head coach
2013-07-01|Chargers|Greg Williams (b)||re-assigned to assistant defensive backs coach (date approximate)
2013-07-01|Jets|Brian Smith (e)||promoted to assistant defensive backs coach (date approximate)
2013-09-05|Ravens|John Harbaugh||re-signed as head coach to a 5-year contract extension
2013-11-06|Texans|Wade Phillips||named interim head coach
2013-12-06|Texans||Joe Marciano|fired as special teams coach
2013-12-06|Texans||Gary Kubiak|fired as head coach
2013-12-06|Texans|Bob Ligashesky||promoted to special teams coach
2013-12-06|Texans|Wade Phillips||promoted to interim head coach
2013-12-29|Browns||Rob Chudzinski|fired as head coach
2013-12-30|Bills||Ike Hilliard|fired as wide receivers coach
2013-12-30|Buccaneers||Greg Schiano|fired as head coach
2013-12-30|Lions||Jim Schwartz|fired as head coach
2013-12-30|Redskins||Matt LaFleur|fired as quarterbacks coach
2013-12-30|Redskins||Mike Shanahan (a)|fired as head coach
2013-12-30|Redskins||Bob Slowik|fired as linebackers coach
2013-12-30|Redskins||Mike McDaniel|fired as wide receivers coach
2013-12-30|Redskins||Richmond Flowers|fired as coaching assistant
2013-12-30|Vikings||Leslie Frazier|fired as head coach
2014-01-02|Buccaneers|Lovie Smith||hired as head coach, signed to a 4-year contract
2014-01-02|Texans|Bill O'Brien||hired as head coach
2014-01-03|Ravens||Wilbert Montgomery|fired as running backs coach
2014-01-03|Steelers||Jack Bicknell Jr.|fired as offensive line coach
2014-01-04|Texans||Wade Phillips|fired as interim head coach and defensive coordinator
2014-01-04|Titans||Mike Munchak|fired as head coach
2014-01-07|Texans||Brain Pariani|fired as tight ends coach
2014-01-07|Texans||Jim Ryan|fired as assistant offensive line coach
2014-01-07|Texans||Marc Lubick|fired as assistant wide receivers coach
2014-01-07|Texans||Matt Schiotz|fired as assistant strength and conditioning coach
2014-01-07|Texans||Bobby King|fired as assistant linebackers coach
2014-01-07|Texans||Cedric Smith|fired as strength and conditioning coach
2014-01-07|Texans||Chick Harris|fired as running backs coach
2014-01-07|Texans||Dan Hammerschmidt|fired as offensive assistant coach
2014-01-07|Texans||Jeff Zgonina|fired as assistant defensive line coach
2014-01-07|Texans||Karl Dorrell|fired as quarterbacks coach
2014-01-07|Texans||Larry Kirksey|fired as wide receivers coach
2014-01-07|Texans||Perry Carter|fired as assistant defensive backs coach
2014-01-07|Texans||Reggie Herring|fired as linebackers coach
2014-01-07|Texans||Vance Joseph|fired as defensive backs coach
2014-01-09|Buccaneers|Dave Kennedy||hired as strength and conditioning coach
2014-01-09|Buccaneers|Marcus Arroyo||hired as quarterbacks coach
2014-01-09|Buccaneers|Matt Wiegand||hired as assistant offensive line coach
2014-01-09|Buccaneers|Andrew Hayes-Stoker||hired as wide receivers coach
2014-01-09|Buccaneers|Ben Steele||hired as offensive quality control coach
2014-01-09|Buccaneers|Hardy Nickerson||hired as linebackers coach
2014-01-09|Buccaneers|Joe Cullen||hired as defensive line coach
2014-01-09|Buccaneers|Larry Marmie||hired as senior defensive assistant coach
2014-01-09|Buccaneers|Mikal Smith||hired as safeties coach
2014-01-09|Buccaneers|Tim Spencer||hired as running backs coach
2014-01-09|Redskins|Jay Gruden||hired as head coach
2014-01-10|Buccaneers|Gill Byrd||hired as cornerbacks coach
2014-01-10|Raiders|Tony Sparano Sr.||re-signed as offensive line coach to a 2-year contract
2014-01-11|Falcons|Bryan Cox||hired as defensive line coach
2014-01-12|Bears||Mike Phair|fired as defensive line coach
2014-01-12|Bears||Tim Tibesar|fired as linebackers coach
2014-01-13|Bills||Chuck Driesbach|fired as linebackers coach
2014-01-13|Titans|Ken Whisenhunt||hired as head coach
2014-01-14|Lions|Jim Caldwell||hired as head coach
2014-01-15|Giants||Michael Pope / Mike Pope|fired as tight ends coach
2014-01-15|Giants||Jerald Ingram|fired as running backs coach
2014-01-15|Jets||Brian Van Gorder / Brian VanGorder|resigned as linebackers coach (date approximate)
2014-01-15|Vikings|Mike Zimmer (a)||hired as head coach
2014-01-16|Bills|Jeff Hafley||hired as defensive assistant coach
2014-01-16|Jets|Rex Ryan||re-signed as head coach to a 2-year contract extension through 2016
2014-01-16|Redskins|Jacob Burney||re-signed as defensive line coach
2014-01-16|Redskins|Kirk Olivadotti||re-signed as linebackers coach
2014-01-16|Redskins|Raheem Morris||re-signed as defensive backs coach
2014-01-20|Redskins|Ike Hilliard||hired as receivers coach
2014-01-20|Titans|Louie Cioffi||hired as defensive backs coach
2014-01-21|Bengals|Vance Joseph||hired as assistant defensive backs coach
2014-01-21|Dolphins|Mark Duffner||hired as linebackers coach
2014-01-22|Cowboys|Michael Pope / Mike Pope (E)||hired as tight ends coach
2014-01-22|Giants|Craig Johnson||hired as running backs coach
2014-01-22|Patriots||Dante Scarnecchia|retired as assistant head coach / offensive line coach
2014-01-22|Patriots|Dave DeGuglielmo||hired as offensive line coach
2014-01-22|Titans|Mike Mularkey||hired as tight ends coach
2014-01-23|Bears|Paul Pasqualoni||hired as defensive line coach
2014-01-23|Bears|Reggie Herring||hired as linebackers coach
2014-01-23|Bengals|Brian Braswell||hired as assistant offensive line and quality control coach
2014-01-23|Browns|Mike Pettine||hired as head coach
2014-01-23|Steelers|Mike Munchak||hired as offensive line coach
2014-01-23|Titans|Bob Bostad||hired as offensive line coach
2014-01-23|Titans|Giff Smith||hired as defensive line coach
2014-01-24|Bills|Todd Downing||hired as quarterbacks coach
2014-01-24|Buccaneers|Carlos Polk||hired as assistant special teams coach
2014-01-24|Buccaneers|Mike Phair||hired as assistant defensive line coach
2014-01-24|Chargers|Pete Metzelaars||hired as tight ends coach
2014-01-25|Bears||Michael Sinclair|fired as assistant defensive line coach
2014-01-25|Bears|Clint Hurtt||hired as assistant defensive line coach
2014-01-26|Redskins|Randy Jordan||hired as running backs coach
2014-01-27|Browns|Chuck Driesbach||hired as linebackers coach
2014-01-27|Browns|Jeff Hafley||hired as secondary coach
2014-01-27|Browns|Bobby Babich||hired as assistant secondary coach
2014-01-27|Browns|Brian Angelichio||hired as tight ends coach
2014-01-27|Browns|Brian Fleury||hired as assistant linebackers coach
2014-01-27|Browns|Shawn Mennenga||hired as assistant special teams coach
2014-01-27|Eagles|Bill Musgrave||hired as quarterbacks coach
2014-01-27|Eagles|Michael Clay (a)?||hired as defensive quality control coach
2014-01-27|Eagles|Mike Dawson||promtoed to assistant defensive line coach
2014-01-27|Falcons|Mike Smith (d)||re-signed as head coach to a 1-year contract extension through 2016
2014-01-27|Giants|Danny Langsdorf||hired as quarterbacks coach
2014-01-27|Giants|Kevin Gilbride Jr. / Kevin Gilbride (M.)||hired as tight ends coach
